date,spx,dax,ftse,nikkei
2008-06-18,1337.81,6728.91,5756.9,14452.82
2008-06-19,1342.83,6721.17,5708.4,14130.17
2008-06-20,1317.93,6578.44,5620.8,13942.08
2008-06-23,1318.0,6589.46,5667.2,13857.47
2008-06-24,1314.29,6536.06,5634.7,13849.56
2008-06-25,1321.97,6617.84,5666.1,13829.92
2008-06-26,1283.15,6459.6,5518.2,13822.32
2008-06-27,1278.38,6421.91,5530.0,13544.36
2008-06-30,1280.0,6418.32,5625.9,13481.38
2008-07-01,1284.91,6315.94,5479.9,13463.2
2008-07-02,1261.52,6305.42,5426.3,13286.37
2008-07-03,1262.9,6353.74,5476.6,13265.4
2008-07-04,1262.9,6272.21,5412.8,13237.89
2008-07-07,1252.31,6395.75,5512.7,13360.04
2008-07-08,1273.7,6304.41,5440.5,13033.1
2008-07-09,1244.69,6386.46,5529.6,13052.13
2008-07-10,1253.39,6305.0,5406.8,13067.21
2008-07-11,1239.49,6153.3,5261.6,13039.69
2008-07-14,1228.3,6200.25,5300.4,13010.16
2008-07-15,1214.91,6081.7,5171.9,12754.56
2008-07-16,1245.36,6155.37,5150.6,12760.8
2008-07-17,1260.32,6271.27,5286.3,12887.95
2008-07-18,1260.68,6382.65,5376.4,12803.7
2008-07-21,1260.0,6424.84,5404.3,12803.7
2008-07-22,1277.0,6442.79,5364.2,13184.96
2008-07-23,1282.19,6536.09,5449.9,13312.93
2008-07-24,1252.54,6440.7,5362.3,13603.31
2008-07-25,1257.76,6436.71,5352.6,13334.76
2008-07-28,1234.37,6351.15,5312.6,13353.78
2008-07-29,1263.2,6398.8,5319.2,13159.45
2008-07-30,1284.26,6460.12,5420.7,13367.79
2008-07-31,1267.38,6479.56,5411.9,13376.81
2008-08-01,1260.31,6396.46,5354.7,13094.59
2008-08-04,1249.01,6349.81,5320.2,12933.18
2008-08-05,1284.88,6518.7,5454.5,12914.66
2008-08-06,1289.19,6561.39,5486.1,13254.89
2008-08-07,1266.07,6543.49,5477.5,13124.99
2008-08-08,1296.32,6561.65,5489.2,13168.41
2008-08-11,1305.32,6609.63,5541.8,13430.91
2008-08-12,1289.59,6585.87,5534.5,13303.6
2008-08-13,1285.83,6422.19,5448.6,13023.05
2008-08-14,1292.93,6442.21,5497.5,12956.8
2008-08-15,1298.2,6446.02,5454.8,13019.41
2008-08-18,1278.6,6432.88,5450.2,13165.45
2008-08-19,1266.69,6282.43,5320.4,12865.05
2008-08-20,1274.54,6317.8,5371.8,12851.69
2008-08-21,1277.72,6236.96,5370.2,12752.21
2008-08-22,1292.2,6342.42,5505.6,12666.04
2008-08-25,1266.84,6296.95,5505.6,12878.66
2008-08-26,1271.51,6340.52,5470.7,12778.71
2008-08-27,1281.66,6321.03,5528.2,12752.96
2008-08-28,1300.68,6420.54,5601.2,12768.25
2008-08-29,1282.83,6422.3,5636.6,13072.87
2008-09-01,1282.83,6421.8,5602.8,12834.18
2008-09-02,1277.58,6518.47,5620.7,12609.47
2008-09-03,1274.98,6467.49,5499.7,12689.59
2008-09-04,1236.83,6279.57,5362.1,12557.66
2008-09-05,1242.31,6127.44,5240.7,12212.23
2008-09-08,1267.79,6263.74,5446.3,12624.46
2008-09-09,1224.51,6233.41,5415.6,12400.65
2008-09-10,1232.04,6210.32,5366.2,12346.63
2008-09-11,1249.05,6178.9,5318.4,12102.5
2008-09-12,1251.7,6234.89,5416.7,12214.76
2008-09-15,1192.7,6064.16,5204.2,12214.76
2008-09-16,1213.6,5965.17,5025.6,11609.72
2008-09-17,1156.39,5860.98,4912.4,11749.79
2008-09-18,1206.51,5863.42,4880.0,11489.3
2008-09-19,1255.08,6189.53,5311.3,11920.86
2008-09-22,1207.09,6107.75,5236.3,12090.59
2008-09-23,1188.22,6068.53,5136.1,12090.59
2008-09-24,1185.87,6052.87,5095.6,12115.03
2008-09-25,1209.18,6173.03,5197.0,12006.53
2008-09-26,1213.27,6063.5,5088.5,11893.16
2008-09-29,1106.42,5807.08,4818.8,11743.61
2008-09-30,1166.36,5831.02,4902.5,11259.86
2008-10-01,1161.06,5806.33,4959.6,11368.26
2008-10-02,1114.28,5660.63,4870.3,11154.76
2008-10-03,1099.23,5797.03,4980.3,10938.14
2008-10-06,1056.89,5387.01,4589.2,10473.09
2008-10-07,996.23,5326.63,4605.2,10155.9
2008-10-08,984.94,5013.62,4366.7,9203.32
2008-10-09,909.92,4887.0,4313.8,9157.49
2008-10-10,899.22,4544.31,3932.1,8276.43
2008-10-13,1003.35,5062.45,4256.9,8276.43
2008-10-14,998.01,5199.19,4394.2,9447.57
2008-10-15,907.84,4861.63,4079.6,9547.47
2008-10-16,946.43,4622.81,3861.4,8458.45
2008-10-17,940.55,4781.33,4063.0,8693.82
2008-10-20,985.4,4835.01,4282.7,9005.59
2008-10-21,955.05,4784.41,4229.7,9306.25
2008-10-22,896.78,4571.07,4040.9,8674.69
2008-10-23,908.11,4519.7,4087.8,8460.98
2008-10-24,876.77,4295.67,3883.4,7649.08
2008-10-27,848.92,4334.64,3852.6,7162.9
2008-10-28,940.51,4823.45,3926.4,7621.92
2008-10-29,930.09,4808.69,4242.5,8211.9
2008-10-30,954.09,4869.3,4291.7,9029.76
2008-10-31,968.75,4987.97,4377.3,8576.98
2008-11-03,966.3,5026.84,4443.3,8576.98
2008-11-04,1005.75,5278.04,4639.5,9114.6
2008-11-05,952.77,5166.87,4530.7,9521.24
2008-11-06,904.88,4813.57,4272.4,8899.14
2008-11-07,930.99,4938.46,4365.0,8583.0
2008-11-10,919.21,5025.53,4403.9,9081.43
2008-11-11,898.95,4761.58,4246.7,8809.3
2008-11-12,852.3,4620.8,4182.0,8695.51
2008-11-13,911.29,4649.52,4169.2,8238.64
2008-11-14,873.29,4710.24,4233.0,8462.39
2008-11-17,850.75,4557.27,4132.2,8522.58
2008-11-18,859.12,4579.47,4208.6,8328.41
2008-11-19,806.58,4354.09,4005.7,8273.22
2008-11-20,752.44,4220.2,3875.0,7703.04
2008-11-21,800.03,4127.41,3781.0,7910.79
2008-11-24,851.81,4554.33,4153.0,7910.79
2008-11-25,857.39,4560.42,4171.3,8323.93
2008-11-26,887.68,4560.5,4152.7,8213.22
2008-11-27,887.68,4665.27,4226.1,8373.39
2008-11-28,896.24,4669.44,4288.0,8512.27
2008-12-01,816.21,4394.79,4065.5,8397.22
2008-12-02,848.81,4531.79,4122.9,7863.69
2008-12-03,870.74,4567.24,4170.0,8004.1
2008-12-04,845.22,4564.23,4163.6,7924.24
2008-12-05,876.07,4381.47,4049.4,7917.51
2008-12-08,909.7,4715.88,4300.1,8329.05
2008-12-09,888.67,4779.11,4381.3,8395.87
2008-12-10,899.24,4804.88,4367.3,8660.24
2008-12-11,873.59,4767.2,4388.7,8720.55
2008-12-12,879.73,4663.37,4280.4,8235.87
2008-12-15,868.57,4654.82,4277.6,8664.66
2008-12-16,913.18,4729.91,4309.1,8568.02
2008-12-17,904.42,4708.38,4324.2,8612.52
2008-12-18,885.28,4756.4,4330.7,8667.23
2008-12-19,887.88,4696.7,4286.9,8588.52
2008-12-22,871.63,4639.02,4249.2,8723.78
2008-12-23,863.16,4629.38,4256.0,8723.78
2008-12-24,868.15,4629.38,4216.6,8517.1
2008-12-25,868.15,4629.38,4216.6,8599.5
2008-12-26,872.8,4629.38,4216.6,8739.52
2008-12-29,869.42,4704.86,4319.4,8747.17
2008-12-30,890.64,4810.2,4392.7,8859.56
2008-12-31,903.25,4810.2,4434.2,8859.56
2009-01-01,903.25,4810.2,4434.2,8859.56
2009-01-02,931.8,4973.07,4561.8,8859.56
2009-01-05,927.45,4983.99,4579.6,9043.12
2009-01-06,934.7,5026.31,4638.9,9080.84
2009-01-07,906.65,4937.47,4507.5,9239.24
2009-01-08,909.73,4879.91,4505.4,8876.42
2009-01-09,890.35,4783.89,4448.5,8836.8
2009-01-12,870.26,4719.62,4426.2,8836.8
2009-01-13,871.79,4636.94,4399.2,8413.91
2009-01-14,842.62,4422.35,4180.6,8438.45
2009-01-15,843.74,4336.73,4121.1,8023.31
2009-01-16,850.12,4366.28,4147.1,8230.15
2009-01-19,850.12,4316.14,4108.5,8256.85
2009-01-20,805.22,4239.85,4091.4,8065.79
2009-01-21,840.24,4261.15,4059.9,7901.64
2009-01-22,827.5,4219.42,4052.2,8051.74
2009-01-23,831.95,4178.94,4052.5,7745.25
2009-01-26,836.57,4326.87,4209.0,7682.14
2009-01-27,845.71,4323.42,4194.4,8061.07
2009-01-28,874.09,4518.72,4295.2,8106.29
2009-01-29,845.14,4428.11,4190.1,8251.24
2009-01-30,825.88,4338.35,4149.6,7994.05
2009-02-02,825.44,4271.04,4077.8,7873.98
2009-02-03,838.51,4374.96,4164.5,7825.51
2009-02-04,832.23,4492.79,4228.6,8038.94
2009-02-05,845.85,4510.49,4228.9,7949.65
2009-02-06,868.6,4644.63,4291.9,8076.62
2009-02-09,869.89,4666.82,4307.6,7969.03
2009-02-10,827.16,4505.54,4213.1,7945.94
2009-02-11,833.74,4530.09,4234.3,7945.94
2009-02-12,835.19,4407.56,4202.2,7705.36
2009-02-13,826.84,4413.39,4189.6,7779.4
2009-02-16,826.84,4366.64,4134.8,7750.17
2009-02-17,789.17,4216.6,4034.1,7645.51
2009-02-18,788.42,4204.96,4006.8,7534.44
2009-02-19,778.94,4215.21,4018.4,7557.65
2009-02-20,770.05,4014.66,3889.1,7416.38
2009-02-23,743.33,3936.45,3850.7,7376.16
2009-02-24,773.14,3895.75,3816.4,7268.56
2009-02-25,764.9,3846.21,3849.0,7461.22
2009-02-26,752.83,3942.62,3915.6,7457.93
2009-02-27,735.09,3843.74,3830.1,7568.42
2009-03-02,700.82,3710.07,3625.8,7280.15
2009-03-03,696.33,3690.72,3512.1,7229.72
2009-03-04,712.87,3890.94,3645.9,7290.96
2009-03-05,682.55,3695.49,3529.9,7433.49
2009-03-06,683.38,3666.41,3530.7,7173.1
2009-03-09,676.53,3692.03,3542.4,7086.03
2009-03-10,719.6,3886.98,3715.2,7054.98
2009-03-11,721.36,3914.1,3693.8,7376.12
2009-03-12,750.74,3956.22,3712.1,7198.25
2009-03-13,756.55,3953.6,3753.7,7569.28
2009-03-16,753.89,4044.54,3864.0,7704.15
2009-03-17,778.12,3987.77,3857.1,7949.13
2009-03-18,794.35,3996.32,3805.0,7972.17
2009-03-19,784.04,4043.46,3816.9,7945.96
2009-03-20,768.54,4068.74,3842.9,7945.96
2009-03-23,822.92,4176.37,3952.8,8215.53
2009-03-24,806.12,4187.36,3911.5,8488.3
2009-03-25,813.88,4223.29,3900.3,8479.99
2009-03-26,832.86,4259.37,3925.2,8636.33
2009-03-27,815.94,4203.55,3898.9,8626.97
2009-03-30,787.53,3989.23,3762.9,8236.08
2009-03-31,797.87,4084.76,3926.1,8109.53
2009-04-01,811.08,4131.07,3955.6,8351.91
2009-04-02,834.38,4381.92,4125.0,8719.78
2009-04-03,842.5,4384.99,4029.7,8749.84
2009-04-06,835.48,4349.81,3993.5,8857.93
2009-04-07,815.55,4322.5,3930.5,8832.85
2009-04-08,825.16,4357.92,3925.5,8595.01
2009-04-09,856.56,4491.12,3983.7,8916.06
2009-04-10,856.56,4491.12,3983.7,8964.11
2009-04-13,858.73,4491.12,3983.7,8924.43
2009-04-14,841.5,4557.01,3989.0,8842.68
2009-04-15,852.06,4549.79,3968.4,8742.96
2009-04-16,865.3,4609.46,4053.0,8755.26
2009-04-17,869.6,4676.84,4092.8,8907.58
2009-04-20,832.39,4486.3,3990.9,8924.75
2009-04-21,850.08,4501.63,3987.5,8711.33
2009-04-22,843.55,4594.42,4030.7,8727.3
2009-04-23,851.92,4538.21,4018.2,8847.01
2009-04-24,866.23,4674.32,4156.0,8707.99
2009-04-27,857.51,4694.07,4167.0,8726.34
2009-04-28,855.16,4607.42,4096.4,8493.77
2009-04-29,873.64,4704.56,4189.6,8493.77
2009-04-30,872.81,4769.45,4243.7,8828.26
2009-05-01,877.52,4769.45,4243.2,8977.37
2009-05-04,907.24,4902.45,4243.2,8977.37
2009-05-05,903.8,4853.03,4336.9,8977.37
2009-05-06,919.53,4880.71,4396.5,8977.37
2009-05-07,907.39,4804.1,4398.7,9385.7
2009-05-08,929.23,4913.9,4462.1,9432.83
2009-05-11,909.24,4866.91,4435.5,9451.98
2009-05-12,908.35,4854.11,4425.5,9298.61
2009-05-13,883.92,4727.61,4331.4,9340.49
2009-05-14,893.07,4738.47,4362.6,9093.73
2009-05-15,882.88,4737.5,4348.1,9265.02
2009-05-18,909.71,4851.96,4446.5,9038.69
2009-05-19,908.13,4959.62,4482.3,9290.29
2009-05-20,903.47,5038.94,4468.4,9344.64
2009-05-21,888.33,4900.67,4345.5,9264.15
2009-05-22,887.0,4918.75,4365.3,9225.81
2009-05-25,887.0,4918.45,4365.3,9347.0
2009-05-26,910.33,4985.6,4411.7,9310.81
2009-05-27,893.06,5000.77,4416.2,9438.77
2009-05-28,906.83,4932.88,4387.5,9451.39
2009-05-29,919.14,4940.82,4417.9,9522.5
2009-06-01,942.87,5142.56,4506.2,9677.75
2009-06-02,944.74,5144.06,4477.0,9704.31
2009-06-03,931.76,5054.53,4383.4,9741.67
2009-06-04,942.46,5064.8,4386.9,9668.96
2009-06-05,940.09,5077.03,4438.6,9768.01
2009-06-08,939.14,5004.72,4405.2,9865.63
2009-06-09,942.43,4997.86,4404.8,9786.82
2009-06-10,939.15,5051.18,4436.8,9991.49
2009-06-11,944.89,5107.26,4461.9,9981.33
2009-06-12,946.21,5069.24,4442.0,10135.82
2009-06-15,923.72,4889.94,4326.0,10039.67
2009-06-16,911.97,4890.72,4328.6,9752.88
2009-06-17,910.71,4799.98,4278.5,9840.85
2009-06-18,918.37,4837.48,4280.9,9703.72
2009-06-19,921.23,4839.46,4345.9,9786.26
2009-06-22,893.04,4693.4,4234.1,9826.27
2009-06-23,895.1,4707.15,4230.0,9549.61
2009-06-24,900.94,4836.01,4280.0,9590.32
2009-06-25,920.26,4800.56,4252.6,9796.08
2009-06-26,918.9,4776.47,4241.0,9877.39
2009-06-29,927.23,4885.09,4294.0,9783.47
2009-06-30,919.32,4808.64,4249.2,9958.44
2009-07-01,923.33,4905.44,4340.7,9939.93
2009-07-02,896.42,4718.49,4234.3,9876.15
2009-07-03,896.42,4708.21,4236.3,9816.07
2009-07-06,898.72,4651.82,4194.9,9680.87
2009-07-07,881.03,4598.19,4187.0,9647.79
2009-07-08,879.56,4572.65,4140.2,9420.75
2009-07-09,882.68,4630.07,4158.7,9291.06
2009-07-10,879.13,4576.31,4127.2,9287.28
2009-07-13,901.05,4722.34,4202.1,9050.33
2009-07-14,905.84,4781.69,4237.7,9261.81
2009-07-15,932.68,4928.44,4346.5,9269.25
2009-07-16,940.74,4957.19,4361.8,9344.16
2009-07-17,940.38,4978.4,4388.8,9395.32
2009-07-20,951.13,5030.15,4443.6,9395.32
2009-07-21,954.58,5093.97,4481.2,9652.02
2009-07-22,954.07,5121.56,4493.7,9723.16
2009-07-23,976.29,5247.28,4559.8,9792.94
2009-07-24,979.26,5229.36,4576.6,9944.55
2009-07-27,982.18,5251.55,4586.1,10088.66
2009-07-28,979.62,5174.74,4528.8,10087.26
2009-07-29,975.15,5270.32,4547.5,10113.24
2009-07-30,986.75,5360.66,4631.6,10165.21
2009-07-31,987.48,5332.14,4608.4,10356.83
2009-08-03,1002.63,5426.85,4682.5,10352.47
2009-08-04,1005.65,5417.02,4671.4,10375.01
2009-08-05,1002.72,5353.01,4647.1,10252.53
2009-08-06,997.08,5369.98,4690.5,10388.09
2009-08-07,1010.48,5458.96,4731.6,10412.09
2009-08-10,1007.1,5418.12,4722.2,10524.26
2009-08-11,994.35,5285.81,4671.3,10585.46
2009-08-12,1005.81,5350.09,4716.8,10435.0
2009-08-13,1012.73,5401.11,4755.5,10517.19
2009-08-14,1004.09,5309.11,4714.0,10597.33
2009-08-17,979.73,5201.61,4645.0,10268.61
2009-08-18,989.67,5250.74,4685.8,10284.96
2009-08-19,996.46,5231.98,4689.7,10204.0
2009-08-20,1007.37,5311.06,4756.6,10383.41
2009-08-21,1026.13,5462.74,4850.9,10238.2
2009-08-24,1025.57,5519.75,4896.2,10581.05
2009-08-25,1028.0,5557.09,4916.8,10497.36
2009-08-26,1028.12,5521.97,4890.6,10639.71
2009-08-27,1030.98,5470.33,4869.4,10473.97
2009-08-28,1028.93,5517.35,4908.9,10534.14
2009-08-31,1020.62,5464.61,4908.9,10492.53
2009-09-01,998.04,5327.29,4819.7,10492.53
2009-09-02,994.75,5319.84,4817.6,10280.46
2009-09-03,1003.24,5301.42,4796.8,10214.64
2009-09-04,1016.4,5384.43,4851.7,10187.11
2009-09-07,1016.4,5463.51,4933.2,10320.94
2009-09-08,1025.39,5481.73,4947.3,10393.23
2009-09-09,1033.37,5574.26,5004.3,10312.14
2009-09-10,1044.14,5594.77,4987.7,10513.67
2009-09-11,1042.73,5624.02,5011.5,10444.33
2009-09-14,1049.34,5620.24,5018.9,10202.06
2009-09-15,1052.63,5628.98,5042.1,10217.62
2009-09-16,1068.76,5700.26,5124.1,10270.77
2009-09-17,1065.49,5731.14,5164.0,10443.8
2009-09-18,1068.3,5703.83,5172.9,10370.54
2009-09-21,1064.66,5668.65,5134.4,10370.54
2009-09-22,1071.66,5709.38,5142.6,10370.54
2009-09-23,1060.87,5702.05,5139.4,10370.54
2009-09-24,1050.78,5605.21,5079.3,10544.22
2009-09-25,1044.38,5581.41,5082.2,10265.98
2009-09-28,1062.98,5736.31,5165.7,10009.52
2009-09-29,1060.61,5713.52,5159.7,10100.2
2009-09-30,1057.08,5675.16,5133.9,10133.23
2009-10-01,1029.85,5554.55,5047.8,9978.64
2009-10-02,1025.21,5467.9,4988.7,9731.87
2009-10-05,1040.46,5508.85,5024.3,9674.49
2009-10-06,1054.72,5657.64,5138.0,9691.8
2009-10-07,1057.58,5640.75,5108.9,9799.6
2009-10-08,1065.48,5716.54,5154.6,9832.47
2009-10-09,1071.49,5711.88,5161.9,10016.39
2009-10-12,1076.19,5783.23,5210.2,10016.39
2009-10-13,1073.19,5714.31,5154.2,10076.56
2009-10-14,1092.02,5854.14,5256.1,10060.21
2009-10-15,1096.56,5830.77,5223.0,10238.65
2009-10-16,1087.68,5743.39,5190.2,10257.56
2009-10-19,1097.91,5852.56,5281.5,10236.51
2009-10-20,1091.06,5811.77,5243.4,10336.84
2009-10-21,1081.4,5833.49,5257.9,10333.39
2009-10-22,1092.91,5762.93,5207.4,10267.17
2009-10-23,1079.6,5740.25,5242.6,10282.99
2009-10-26,1066.95,5642.16,5191.7,10362.62
2009-10-27,1063.41,5635.02,5201.0,10212.46
2009-10-28,1042.63,5496.27,5080.4,10075.05
2009-10-29,1066.11,5587.45,5137.7,9891.1
2009-10-30,1036.19,5414.96,5044.6,10034.74
2009-11-02,1042.88,5430.82,5104.5,9802.95
2009-11-03,1045.41,5353.35,5037.2,9802.95
2009-11-04,1046.5,5444.23,5107.9,9844.31
2009-11-05,1066.63,5480.92,5125.6,9717.44
2009-11-06,1069.3,5488.25,5142.7,9789.35
2009-11-09,1093.08,5619.72,5235.2,9808.99
2009-11-10,1093.01,5613.2,5230.6,9870.73
2009-11-11,1098.51,5668.35,5266.8,9871.68
2009-11-12,1087.24,5663.96,5276.5,9804.49
2009-11-13,1093.48,5686.83,5296.4,9770.31
2009-11-16,1109.3,5804.82,5382.7,9791.18
2009-11-17,1110.32,5778.43,5345.9,9729.93
2009-11-18,1109.8,5787.61,5342.1,9676.8
2009-11-19,1094.9,5702.18,5267.7,9549.47
2009-11-20,1091.38,5663.15,5251.4,9497.68
2009-11-23,1106.24,5801.48,5355.5,9497.68
2009-11-24,1105.65,5769.31,5324.0,9401.58
2009-11-25,1110.63,5803.02,5364.8,9441.64
2009-11-26,1110.63,5614.17,5194.1,9383.24
2009-11-27,1091.49,5685.61,5245.7,9081.52
2009-11-30,1095.63,5625.95,5190.7,9345.55
2009-12-01,1108.86,5776.61,5312.2,9572.2
2009-12-02,1109.24,5781.68,5327.4,9608.94
2009-12-03,1099.92,5770.35,5313.0,9977.67
2009-12-04,1105.98,5817.65,5322.4,10022.59
2009-12-07,1103.25,5784.75,5310.7,10167.6
2009-12-08,1091.94,5688.58,5223.1,10140.47
2009-12-09,1095.95,5647.84,5203.9,10004.72
2009-12-10,1102.35,5709.02,5244.4,9862.82
2009-12-11,1106.41,5756.29,5261.6,10107.87
2009-12-14,1114.11,5802.26,5315.3,10105.68
2009-12-15,1107.93,5811.34,5285.8,10083.48
2009-12-16,1109.18,5903.43,5320.3,10177.41
2009-12-17,1096.08,5844.44,5217.6,10163.8
2009-12-18,1102.47,5831.21,5196.8,10142.05
2009-12-21,1114.05,5930.53,5294.0,10183.47
2009-12-22,1118.02,5945.69,5328.7,10378.03
2009-12-23,1120.59,5957.44,5372.4,10378.03
2009-12-24,1126.48,5957.44,5402.4,10536.92
2009-12-25,1126.48,5957.44,5402.4,10494.71
2009-12-28,1127.78,6002.92,5402.4,10634.23
2009-12-29,1126.2,6011.55,5437.6,10638.06
2009-12-30,1126.42,5957.43,5397.9,10546.44
2009-12-31,1115.1,5957.43,5412.9,10546.44
2010-01-01,1115.1,5957.43,5412.9,10546.44
2010-01-04,1132.99,6048.3,5500.3,10654.79
2010-01-05,1136.52,6031.86,5522.5,10681.83
2010-01-06,1137.14,6034.33,5530.0,10731.45
2010-01-07,1141.69,6019.36,5526.7,10681.66
2010-01-08,1144.98,6037.61,5534.2,10798.32
2010-01-11,1146.98,6040.5,5538.1,10798.32
2010-01-12,1136.22,5943.0,5498.7,10879.14
2010-01-13,1145.68,5963.14,5473.5,10735.03
2010-01-14,1148.46,5988.88,5498.2,10907.68
2010-01-15,1136.03,5875.97,5455.4,10982.1
2010-01-18,1136.03,5918.55,5494.4,10855.08
2010-01-19,1150.23,5976.48,5513.1,10764.9
2010-01-20,1138.04,5851.53,5420.8,10737.52
2010-01-21,1116.48,5746.97,5335.1,10868.41
2010-01-22,1091.76,5695.32,5303.0,10590.55
2010-01-25,1096.78,5631.37,5260.3,10512.69
2010-01-26,1092.17,5668.93,5276.9,10325.28
2010-01-27,1097.5,5643.2,5217.5,10252.08
2010-01-28,1084.53,5540.33,5145.7,10414.29
2010-01-29,1073.87,5608.79,5188.5,10198.04
2010-02-01,1089.19,5654.48,5247.4,10205.02
2010-02-02,1103.32,5709.66,5283.3,10371.09
2010-02-03,1097.28,5672.09,5253.2,10404.33
2010-02-04,1063.11,5533.24,5139.3,10355.98
2010-02-05,1066.19,5434.34,5060.9,10057.09
2010-02-08,1056.74,5484.85,5092.3,9951.82
2010-02-09,1070.52,5498.26,5111.8,9932.9
2010-02-10,1068.13,5536.37,5132.0,9963.99
2010-02-11,1078.47,5503.93,5161.5,9963.99
2010-02-12,1075.51,5500.39,5142.5,10092.19
2010-02-15,1075.51,5511.1,5167.5,10013.3
2010-02-16,1094.87,5592.12,5244.1,10034.25
2010-02-17,1099.51,5648.34,5276.6,10306.83
2010-02-18,1106.75,5680.41,5325.1,10335.69
2010-02-19,1109.17,5722.05,5358.2,10123.58
2010-02-22,1108.01,5688.44,5352.1,10400.47
2010-02-23,1094.6,5604.07,5315.1,10352.1
2010-02-24,1105.24,5615.51,5342.9,10198.83
2010-02-25,1102.94,5532.33,5278.2,10101.96
2010-02-26,1104.49,5598.46,5354.5,10126.03
2010-03-01,1115.71,5713.51,5405.9,10172.06
2010-03-02,1118.31,5776.56,5484.1,10221.84
2010-03-03,1118.79,5817.88,5533.2,10253.14
2010-03-04,1122.97,5795.32,5527.2,10145.72
2010-03-05,1138.7,5877.36,5599.8,10368.96
2010-03-08,1138.5,5875.91,5606.7,10585.92
2010-03-09,1140.45,5885.89,5602.3,10567.65
2010-03-10,1145.61,5936.72,5640.6,10563.92
2010-03-11,1150.24,5928.63,5617.3,10664.95
2010-03-12,1149.99,5945.11,5625.7,10751.26
2010-03-15,1150.51,5903.56,5593.9,10751.98
2010-03-16,1159.46,5970.99,5620.4,10721.71
2010-03-17,1166.21,6024.28,5644.6,10846.98
2010-03-18,1165.83,6012.31,5642.6,10744.03
2010-03-19,1159.9,5982.43,5650.1,10824.72
2010-03-22,1165.81,5987.5,5644.5,10824.72
2010-03-23,1174.17,6017.27,5673.6,10774.15
2010-03-24,1167.72,6039.0,5677.9,10815.03
2010-03-25,1165.73,6132.95,5727.7,10828.85
2010-03-26,1166.59,6120.05,5703.0,10996.37
2010-03-29,1173.22,6156.85,5710.7,10986.47
2010-03-30,1173.27,6142.45,5672.3,11097.14
2010-03-31,1169.43,6153.55,5679.6,11089.94
2010-04-01,1178.1,6235.56,5744.9,11244.4
2010-04-02,1178.1,6235.56,5744.9,11286.09
2010-04-05,1187.44,6235.56,5744.9,11339.3
2010-04-06,1189.44,6252.21,5780.4,11282.32
2010-04-07,1182.45,6222.41,5762.1,11292.83
2010-04-08,1186.44,6171.83,5712.7,11168.2
2010-04-09,1194.37,6249.7,5771.0,11204.34
2010-04-12,1196.48,6250.69,5777.7,11251.9
2010-04-13,1197.3,6230.83,5761.7,11161.23
2010-04-14,1210.65,6278.4,5796.3,11204.9
2010-04-15,1211.67,6291.45,5825.0,11273.79
2010-04-16,1192.13,6180.9,5744.0,11102.18
2010-04-19,1197.52,6162.44,5727.9,10908.77
2010-04-20,1207.17,6264.23,5783.7,10900.68
2010-04-21,1205.94,6230.38,5723.4,11090.05
2010-04-22,1208.67,6168.72,5665.3,10949.09
2010-04-23,1217.28,6259.53,5723.7,10914.46
2010-04-26,1212.05,6332.1,5753.9,11165.79
2010-04-27,1183.71,6159.51,5603.5,11212.66
2010-04-28,1191.36,6084.34,5586.6,10924.79
2010-04-29,1206.78,6144.91,5617.8,10924.79
2010-04-30,1186.69,6135.7,5553.3,11057.4
2010-05-03,1202.26,6166.92,5553.3,11057.4
2010-05-04,1173.6,6006.86,5411.1,11057.4
2010-05-05,1165.87,5958.45,5341.9,11057.4
2010-05-06,1128.15,5908.26,5261.0,10695.69
2010-05-07,1110.88,5715.09,5123.0,10364.59
2010-05-10,1159.73,6017.91,5387.4,10530.7
2010-05-11,1155.79,6037.71,5334.2,10411.1
2010-05-12,1171.67,6183.49,5383.5,10394.03
2010-05-13,1157.44,6251.97,5433.7,10620.55
2010-05-14,1135.68,6056.71,5262.9,10462.51
2010-05-17,1136.94,6066.92,5262.5,10235.76
2010-05-18,1120.8,6155.93,5307.3,10242.64
2010-05-19,1115.05,5988.67,5158.1,10186.84
2010-05-20,1071.59,5867.88,5073.1,10030.31
2010-05-21,1087.69,5829.25,5062.9,9784.54
2010-05-24,1073.65,5805.68,5069.6,9758.4
2010-05-25,1074.03,5670.04,4940.7,9459.89
2010-05-26,1067.95,5758.02,5038.1,9522.66
2010-05-27,1103.06,5937.14,5195.2,9639.72
2010-05-28,1089.41,5946.18,5188.4,9762.98
2010-05-31,1089.41,5964.33,5188.4,9768.7
2010-06-01,1070.71,5981.27,5163.3,9711.83
2010-06-02,1098.38,5981.2,5151.3,9603.24
2010-06-03,1102.83,6054.63,5211.2,9914.19
2010-06-04,1064.88,5938.88,5126.0,9901.19
2010-06-07,1050.47,5904.95,5069.1,9520.8
2010-06-08,1062.0,5868.55,5028.2,9537.94
2010-06-09,1055.69,5984.75,5085.9,9439.13
2010-06-10,1086.84,6056.59,5132.5,9542.65
2010-06-11,1091.6,6047.83,5163.7,9705.25
2010-06-14,1089.63,6125.0,5202.1,9879.85
2010-06-15,1115.23,6175.05,5217.8,9887.89
2010-06-16,1114.61,6190.91,5237.9,10067.15
2010-06-17,1116.04,6223.54,5253.9,9999.4
2010-06-18,1117.51,6216.98,5250.8,9995.02
2010-06-21,1113.2,6292.97,5299.1,10238.01
2010-06-22,1095.31,6269.04,5247.0,10112.89
2010-06-23,1092.04,6204.52,5178.5,9923.7
